Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Date
5757.72998046875,5757.72998046875,5681.27978515625,5708.75,4025180000,0.0,0.0,^GSPC,2024-10-01 00:00:00-04:00
5698.14013671875,5719.6298828125,5674.0,5709.5400390625,3829050000,0.0,0.0,^GSPC,2024-10-02 00:00:00-04:00
5698.18994140625,5718.77978515625,5677.3701171875,5699.93994140625,3597450000,0.0,0.0,^GSPC,2024-10-03 00:00:00-04:00
5737.47998046875,5753.2099609375,5702.830078125,5751.06982421875,3479400000,0.0,0.0,^GSPC,2024-10-04 00:00:00-04:00
5737.7998046875,5739.33984375,5686.85009765625,5695.93994140625,3637790000,0.0,0.0,^GSPC,2024-10-07 00:00:00-04:00
5719.14013671875,5757.60009765625,5714.56005859375,5751.1298828125,3393400000,0.0,0.0,^GSPC,2024-10-08 00:00:00-04:00
5751.7998046875,5796.7998046875,5745.02001953125,5792.0400390625,3650340000,0.0,0.0,^GSPC,2024-10-09 00:00:00-04:00
5778.35986328125,5795.02978515625,5764.759765625,5780.0498046875,3208790000,0.0,0.0,^GSPC,2024-10-10 00:00:00-04:00
5775.08984375,5822.1298828125,5775.08984375,5815.02978515625,3208720000,0.0,0.0,^GSPC,2024-10-11 00:00:00-04:00
5829.81005859375,5871.41015625,5829.56982421875,5859.85009765625,3005250000,0.0,0.0,^GSPC,2024-10-14 00:00:00-04:00
5866.740234375,5870.35986328125,5804.47998046875,5815.259765625,3882120000,0.0,0.0,^GSPC,2024-10-15 00:00:00-04:00
5816.580078125,5846.52001953125,5808.33984375,5842.47021484375,3467230000,0.0,0.0,^GSPC,2024-10-16 00:00:00-04:00
5875.6201171875,5878.4599609375,5840.25,5841.47021484375,3480010000,0.0,0.0,^GSPC,2024-10-17 00:00:00-04:00
5859.43017578125,5872.169921875,5846.10986328125,5864.669921875,3374490000,0.0,0.0,^GSPC,2024-10-18 00:00:00-04:00
5857.81982421875,5866.919921875,5824.7900390625,5853.97998046875,3407010000,0.0,0.0,^GSPC,2024-10-21 00:00:00-04:00
5832.7001953125,5863.0400390625,5821.169921875,5851.2001953125,3342080000,0.0,0.0,^GSPC,2024-10-22 00:00:00-04:00
5834.5,5834.85009765625,5762.41015625,5797.419921875,3532650000,0.0,0.0,^GSPC,2024-10-23 00:00:00-04:00
5817.7998046875,5817.7998046875,5784.919921875,5809.85986328125,3543030000,0.0,0.0,^GSPC,2024-10-24 00:00:00-04:00
5826.75,5862.81982421875,5799.97998046875,5808.1201171875,3501280000,0.0,0.0,^GSPC,2024-10-25 00:00:00-04:00
5833.93017578125,5842.919921875,5823.080078125,5823.52001953125,3691280000,0.0,0.0,^GSPC,2024-10-28 00:00:00-04:00
5819.68017578125,5847.18994140625,5802.169921875,5832.919921875,3879100000,0.0,0.0,^GSPC,2024-10-29 00:00:00-04:00
5832.64990234375,5850.93994140625,5811.27978515625,5813.669921875,3851120000,0.0,0.0,^GSPC,2024-10-30 00:00:00-04:00
5775.33984375,5775.33984375,5702.85986328125,5705.4501953125,4425660000,0.0,0.0,^GSPC,2024-10-31 00:00:00-04:00
5723.22021484375,5772.52001953125,5723.22021484375,5728.7998046875,3796450000,0.0,0.0,^GSPC,2024-11-01 00:00:00-04:00
5725.14990234375,5741.43017578125,5696.509765625,5712.68994140625,3602060000,0.0,0.0,^GSPC,2024-11-04 00:00:00-05:00
5722.43017578125,5783.43994140625,5722.10009765625,5782.759765625,3768310000,0.0,0.0,^GSPC,2024-11-05 00:00:00-05:00
5864.89013671875,5936.14013671875,5864.89013671875,5929.0400390625,6329530000,0.0,0.0,^GSPC,2024-11-06 00:00:00-05:00
5947.2099609375,5983.83984375,5947.2099609375,5973.10009765625,4925740000,0.0,0.0,^GSPC,2024-11-07 00:00:00-05:00
5976.759765625,6012.4501953125,5976.759765625,5995.5400390625,4666740000,0.0,0.0,^GSPC,2024-11-08 00:00:00-05:00
6008.85986328125,6017.31005859375,5986.68994140625,6001.35009765625,4333000000,0.0,0.0,^GSPC,2024-11-11 00:00:00-05:00
6003.60009765625,6009.919921875,5960.080078125,5983.990234375,4243400000,0.0,0.0,^GSPC,2024-11-12 00:00:00-05:00
5985.75,6008.18994140625,5965.91015625,5985.3798828125,4220180000,0.0,0.0,^GSPC,2024-11-13 00:00:00-05:00
5989.68017578125,5993.8798828125,5942.27978515625,5949.169921875,4184570000,0.0,0.0,^GSPC,2024-11-14 00:00:00-05:00
5912.7900390625,5915.31982421875,5853.009765625,5870.6201171875,4590960000,0.0,0.0,^GSPC,2024-11-15 00:00:00-05:00
5874.169921875,5908.1201171875,5865.9501953125,5893.6201171875,3983860000,0.0,0.0,^GSPC,2024-11-18 00:00:00-05:00
5870.0498046875,5923.509765625,5855.2900390625,5916.97998046875,4036940000,0.0,0.0,^GSPC,2024-11-19 00:00:00-05:00
5914.33984375,5920.669921875,5860.56005859375,5917.10986328125,3772620000,0.0,0.0,^GSPC,2024-11-20 00:00:00-05:00
5940.580078125,5963.31982421875,5887.259765625,5948.7099609375,4230120000,0.0,0.0,^GSPC,2024-11-21 00:00:00-05:00
5944.35986328125,5972.89990234375,5944.35986328125,5969.33984375,4141420000,0.0,0.0,^GSPC,2024-11-22 00:00:00-05:00
5992.27978515625,6020.75,5963.91015625,5987.3701171875,5633150000,0.0,0.0,^GSPC,2024-11-25 00:00:00-05:00
6000.02978515625,6025.419921875,5992.27001953125,6021.6298828125,3835170000,0.0,0.0,^GSPC,2024-11-26 00:00:00-05:00
